timestamp,type,price,trigger
2025-06-06 05:36:00+08:00,xgboost_bearish,101402.48,XGBoost DOWN (Confidence: 53.63%)
2025-06-06 05:41:00+08:00,xgboost_bullish,101571.3,XGBoost UP (Confidence: 57.99%)
2025-06-06 05:46:00+08:00,xgboost_bearish,101434.35,XGBoost DOWN (Confidence: 80.63%)
2025-06-06 05:51:00+08:00,xgboost_bullish,101342.03,XGBoost UP (Confidence: 79.65%)
2025-06-06 05:56:00+08:00,xgboost_bullish,101507.08,XGBoost UP (Confidence: 59.04%)
2025-06-06 06:01:00+08:00,xgboost_bearish,101279.91,XGBoost DOWN (Confidence: 64.76%)
2025-06-06 06:06:00+08:00,xgboost_bullish,101317.76,XGBoost UP (Confidence: 79.81%)
2025-06-06 06:11:00+08:00,xgboost_bearish,101180.99,XGBoost DOWN (Confidence: 57.64%)
2025-06-06 06:16:00+08:00,xgboost_bearish,101147.05,XGBoost DOWN (Confidence: 70.29%)
2025-06-06 06:21:00+08:00,xgboost_bullish,101296.26,XGBoost UP (Confidence: 63.07%)
2025-06-06 06:26:00+08:00,xgboost_bullish,101337.0,XGBoost UP (Confidence: 50.62%)
2025-06-06 06:31:00+08:00,xgboost_bullish,101409.06,XGBoost UP (Confidence: 79.98%)
2025-06-06 06:36:00+08:00,xgboost_bearish,101467.99,XGBoost DOWN (Confidence: 59.08%)
2025-06-06 06:41:00+08:00,xgboost_bullish,101559.95,XGBoost UP (Confidence: 60.75%)
2025-06-06 06:46:00+08:00,xgboost_bullish,101565.46,XGBoost UP (Confidence: 65.17%)
2025-06-06 06:51:00+08:00,xgboost_bullish,101704.39,XGBoost UP (Confidence: 76.27%)
2025-06-06 06:56:00+08:00,xgboost_bullish,101508.91,XGBoost UP (Confidence: 53.48%)
2025-06-06 07:01:00+08:00,xgboost_bullish,101561.79,XGBoost UP (Confidence: 72.78%)
2025-06-06 07:06:00+08:00,xgboost_bullish,101570.13,XGBoost UP (Confidence: 54.94%)
2025-06-06 07:11:00+08:00,xgboost_bearish,101670.57,XGBoost DOWN (Confidence: 51.80%)
2025-06-06 07:16:00+08:00,xgboost_bearish,101605.42,XGBoost DOWN (Confidence: 85.87%)
2025-06-06 07:21:00+08:00,xgboost_bullish,101742.96,XGBoost UP (Confidence: 76.29%)
2025-06-06 07:26:00+08:00,xgboost_bearish,101790.12,XGBoost DOWN (Confidence: 50.37%)
2025-06-06 07:31:00+08:00,xgboost_bearish,101683.3,XGBoost DOWN (Confidence: 82.74%)
2025-06-06 07:36:00+08:00,xgboost_bullish,101622.24,XGBoost UP (Confidence: 56.05%)
2025-06-06 07:41:00+08:00,xgboost_bearish,101546.78,XGBoost DOWN (Confidence: 79.99%)
2025-06-06 07:46:00+08:00,xgboost_bullish,101531.83,XGBoost UP (Confidence: 68.97%)
2025-06-06 07:51:00+08:00,xgboost_bullish,101567.95,XGBoost UP (Confidence: 51.61%)
2025-06-06 07:56:00+08:00,xgboost_bullish,101601.63,XGBoost UP (Confidence: 60.41%)
2025-06-06 08:01:00+08:00,xgboost_bullish,101506.17,XGBoost UP (Confidence: 53.44%)
2025-06-06 08:06:00+08:00,xgboost_bearish,101455.52,XGBoost DOWN (Confidence: 53.55%)
2025-06-06 08:11:00+08:00,xgboost_bullish,101400.0,XGBoost UP (Confidence: 52.83%)
2025-06-06 08:16:00+08:00,xgboost_bearish,101233.0,XGBoost DOWN (Confidence: 55.99%)
2025-06-06 08:21:00+08:00,xgboost_bearish,101181.36,XGBoost DOWN (Confidence: 80.16%)
2025-06-06 08:26:00+08:00,xgboost_bearish,101336.3,XGBoost DOWN (Confidence: 64.14%)
2025-06-06 08:31:00+08:00,xgboost_bullish,101575.83,XGBoost UP (Confidence: 55.06%)
2025-06-06 08:36:00+08:00,xgboost_bullish,101699.99,XGBoost UP (Confidence: 76.45%)
2025-06-06 08:41:00+08:00,xgboost_bullish,101744.99,XGBoost UP (Confidence: 76.75%)
2025-06-06 08:46:00+08:00,xgboost_bearish,101710.62,XGBoost DOWN (Confidence: 71.70%)
2025-06-06 08:51:00+08:00,xgboost_bullish,101788.32,XGBoost UP (Confidence: 78.53%)
2025-06-06 08:56:00+08:00,xgboost_bullish,101905.62,XGBoost UP (Confidence: 71.83%)
2025-06-06 09:01:00+08:00,xgboost_bearish,101860.47,XGBoost DOWN (Confidence: 54.75%)
2025-06-06 09:06:00+08:00,xgboost_bearish,101812.62,XGBoost DOWN (Confidence: 69.41%)
2025-06-06 09:11:00+08:00,xgboost_bullish,101899.99,XGBoost UP (Confidence: 53.91%)
2025-06-06 09:16:00+08:00,xgboost_bearish,101790.35,XGBoost DOWN (Confidence: 63.07%)
2025-06-06 09:21:00+08:00,xgboost_bullish,101724.68,XGBoost UP (Confidence: 63.21%)
2025-06-06 09:26:00+08:00,xgboost_bullish,101938.75,XGBoost UP (Confidence: 68.01%)
2025-06-06 09:31:00+08:00,xgboost_bullish,101847.79,XGBoost UP (Confidence: 54.34%)
2025-06-06 09:36:00+08:00,xgboost_bullish,101926.88,XGBoost UP (Confidence: 76.09%)
2025-06-06 09:41:00+08:00,xgboost_bearish,101906.97,XGBoost DOWN (Confidence: 53.34%)
2025-06-06 09:46:00+08:00,xgboost_bearish,101889.3,XGBoost DOWN (Confidence: 71.29%)
2025-06-06 09:51:00+08:00,xgboost_bearish,101756.94,XGBoost DOWN (Confidence: 71.61%)
2025-06-06 09:56:00+08:00,xgboost_bullish,101854.09,XGBoost UP (Confidence: 69.75%)
2025-06-06 10:01:00+08:00,xgboost_bearish,101800.01,XGBoost DOWN (Confidence: 81.33%)
2025-06-06 10:06:00+08:00,xgboost_bullish,101810.45,XGBoost UP (Confidence: 58.11%)
2025-06-06 10:11:00+08:00,xgboost_bearish,101733.97,XGBoost DOWN (Confidence: 69.66%)
2025-06-06 10:16:00+08:00,xgboost_bearish,101581.4,XGBoost DOWN (Confidence: 86.20%)
2025-06-06 10:21:00+08:00,xgboost_bullish,101578.32,XGBoost UP (Confidence: 70.44%)
2025-06-06 10:26:00+08:00,xgboost_bullish,101611.7,XGBoost UP (Confidence: 68.69%)
2025-06-06 10:31:00+08:00,xgboost_bullish,101625.51,XGBoost UP (Confidence: 53.10%)
2025-06-06 10:36:00+08:00,xgboost_bullish,101707.39,XGBoost UP (Confidence: 79.29%)
2025-06-06 10:41:00+08:00,xgboost_bullish,101876.31,XGBoost UP (Confidence: 67.56%)
2025-06-06 10:46:00+08:00,xgboost_bearish,101900.63,XGBoost DOWN (Confidence: 58.65%)
2025-06-06 10:51:00+08:00,xgboost_bullish,101933.56,XGBoost UP (Confidence: 82.10%)
2025-06-06 10:56:00+08:00,xgboost_bullish,102116.97,XGBoost UP (Confidence: 71.30%)
2025-06-06 11:01:00+08:00,xgboost_bearish,102116.42,XGBoost DOWN (Confidence: 73.99%)
2025-06-06 11:06:00+08:00,xgboost_bullish,102072.16,XGBoost UP (Confidence: 64.06%)
2025-06-06 11:11:00+08:00,xgboost_bullish,102080.84,XGBoost UP (Confidence: 57.26%)
2025-06-06 11:16:00+08:00,xgboost_bullish,102176.05,XGBoost UP (Confidence: 72.10%)
2025-06-06 11:21:00+08:00,xgboost_bullish,102299.12,XGBoost UP (Confidence: 83.57%)
2025-06-06 11:26:00+08:00,xgboost_bearish,102256.37,XGBoost DOWN (Confidence: 59.99%)
2025-06-06 11:31:00+08:00,xgboost_bullish,102368.49,XGBoost UP (Confidence: 85.69%)
2025-06-06 11:36:00+08:00,xgboost_bullish,102467.05,XGBoost UP (Confidence: 80.84%)
2025-06-06 11:41:00+08:00,xgboost_bullish,102445.42,XGBoost UP (Confidence: 76.05%)
2025-06-06 11:46:00+08:00,xgboost_bullish,102478.16,XGBoost UP (Confidence: 71.77%)
2025-06-06 11:51:00+08:00,xgboost_bullish,102497.05,XGBoost UP (Confidence: 52.20%)
2025-06-06 11:56:00+08:00,xgboost_bearish,102484.24,XGBoost DOWN (Confidence: 71.70%)
2025-06-06 12:01:00+08:00,xgboost_bullish,102478.19,XGBoost UP (Confidence: 54.17%)
2025-06-06 12:06:00+08:00,xgboost_bearish,102387.5,XGBoost DOWN (Confidence: 72.25%)
2025-06-06 12:11:00+08:00,xgboost_bullish,102495.39,XGBoost UP (Confidence: 75.57%)
2025-06-06 12:16:00+08:00,xgboost_bullish,102590.0,XGBoost UP (Confidence: 84.53%)
2025-06-06 12:21:00+08:00,xgboost_bearish,102504.61,XGBoost DOWN (Confidence: 81.45%)
2025-06-06 12:26:00+08:00,xgboost_bullish,102504.87,XGBoost UP (Confidence: 81.83%)
2025-06-06 12:31:00+08:00,xgboost_bullish,102591.73,XGBoost UP (Confidence: 86.47%)
2025-06-06 12:36:00+08:00,xgboost_bullish,102690.0,XGBoost UP (Confidence: 84.23%)
2025-06-06 12:41:00+08:00,xgboost_bearish,102722.06,XGBoost DOWN (Confidence: 61.02%)
2025-06-06 12:46:00+08:00,xgboost_bullish,102773.86,XGBoost UP (Confidence: 78.53%)
2025-06-06 12:51:00+08:00,xgboost_bullish,102777.6,XGBoost UP (Confidence: 70.72%)
2025-06-06 12:56:00+08:00,xgboost_bullish,102748.88,XGBoost UP (Confidence: 61.93%)
2025-06-06 13:01:00+08:00,xgboost_bullish,102799.98,XGBoost UP (Confidence: 79.56%)
2025-06-06 13:06:00+08:00,xgboost_bullish,102836.05,XGBoost UP (Confidence: 72.67%)
2025-06-06 13:11:00+08:00,xgboost_bullish,102900.0,XGBoost UP (Confidence: 77.71%)
2025-06-06 13:16:00+08:00,xgboost_bearish,102888.65,XGBoost DOWN (Confidence: 59.78%)
2025-06-06 13:21:00+08:00,xgboost_bullish,102720.27,XGBoost UP (Confidence: 54.63%)
2025-06-06 13:26:00+08:00,xgboost_bearish,102700.8,XGBoost DOWN (Confidence: 65.09%)
2025-06-06 13:31:00+08:00,xgboost_bearish,102725.63,XGBoost DOWN (Confidence: 67.68%)
2025-06-06 13:36:00+08:00,xgboost_bearish,102805.35,XGBoost DOWN (Confidence: 53.24%)
2025-06-06 13:41:00+08:00,xgboost_bullish,102819.12,XGBoost UP (Confidence: 66.06%)
2025-06-06 13:46:00+08:00,xgboost_bearish,102842.52,XGBoost DOWN (Confidence: 85.78%)
2025-06-06 13:51:00+08:00,xgboost_bullish,102872.1,XGBoost UP (Confidence: 63.69%)
2025-06-06 13:56:00+08:00,xgboost_bullish,102914.82,XGBoost UP (Confidence: 90.62%)
2025-06-06 14:01:00+08:00,xgboost_bearish,102924.14,XGBoost DOWN (Confidence: 80.93%)
2025-06-06 14:06:00+08:00,xgboost_bearish,102933.01,XGBoost DOWN (Confidence: 59.31%)
2025-06-06 14:11:00+08:00,xgboost_bullish,103140.58,XGBoost UP (Confidence: 77.69%)
2025-06-06 14:16:00+08:00,xgboost_bearish,103096.4,XGBoost DOWN (Confidence: 80.79%)
2025-06-06 14:21:00+08:00,xgboost_bearish,102972.77,XGBoost DOWN (Confidence: 73.82%)
2025-06-06 14:26:00+08:00,xgboost_bullish,102991.62,XGBoost UP (Confidence: 77.93%)
2025-06-06 14:31:00+08:00,xgboost_bullish,103149.42,XGBoost UP (Confidence: 85.17%)
2025-06-06 14:36:00+08:00,xgboost_bearish,103150.75,XGBoost DOWN (Confidence: 66.13%)
2025-06-06 14:41:00+08:00,xgboost_bearish,103034.0,XGBoost DOWN (Confidence: 84.22%)
2025-06-06 14:46:00+08:00,xgboost_bullish,103070.31,XGBoost UP (Confidence: 62.39%)
2025-06-06 14:51:00+08:00,xgboost_bullish,103131.79,XGBoost UP (Confidence: 65.17%)
2025-06-06 14:56:00+08:00,xgboost_bullish,103161.06,XGBoost UP (Confidence: 58.26%)
2025-06-06 15:01:00+08:00,xgboost_bearish,103175.75,XGBoost DOWN (Confidence: 55.55%)
2025-06-06 15:06:00+08:00,xgboost_bullish,103218.14,XGBoost UP (Confidence: 71.64%)
2025-06-06 15:11:00+08:00,xgboost_bullish,103241.27,XGBoost UP (Confidence: 79.51%)
2025-06-06 15:16:00+08:00,xgboost_bullish,103225.15,XGBoost UP (Confidence: 58.65%)
2025-06-06 15:21:00+08:00,xgboost_bearish,103190.41,XGBoost DOWN (Confidence: 83.61%)
2025-06-06 15:26:00+08:00,xgboost_bullish,103425.07,XGBoost UP (Confidence: 77.20%)
2025-06-06 15:31:00+08:00,xgboost_bearish,103246.62,XGBoost DOWN (Confidence: 80.51%)
2025-06-06 15:36:00+08:00,xgboost_bearish,103109.14,XGBoost DOWN (Confidence: 70.66%)
